Branch Name,City,District,State / UN,Zone,Pincode,Location type PL
"Palace Road, Rajkot",Rajkot,Rajkot,Gujarat,West,360001,Type A PL
Kosamba,Kosamba,Surat,Gujarat,West,394120,Type A PL
"Udhana, Surat",Surat,Surat,Gujarat,West,394210,Type A PL
"Rander, Surat",Surat,Surat,Gujarat,West,395009,Type A PL
Textile Market - Surat,Surat,Surat,Gujarat,West,395002,Type A PL
Surat - Ghod Dod Road,Surat,Surat,Gujarat,West,395001,Type A PL
Surat - Puna Kumbhariya,Surat,Surat,Gujarat,West,395010,Type A PL
Waidhan,Waidhan,Sidhi,Madhya Pradesh,West,486886,Type B PL
Mainpuri,Mainpuri,Mainpuri,Uttar Pradesh,North,205001,Negative Location
"Park Chowk, Solapur",Solapur,Solapur,Maharashtra,West,413001,Type A PL
Tambaram,Tambaram,Kancheepuram,Tamil Nadu,South,600045,Type A PL
Vasai (East),Vasai,Thane,Maharashtra,West,401208,Type A PL
Vyara,Vyara,Surat,Gujarat,West,394650,Type A PL
Vadodara - New Lehripura Road,Vadodara,Vadodara,Gujarat,West,390001,Type A PL
Umbergaon,Umbergaon,Valsad,Gujarat,West,396171,Type A PL
Ambala Cantt.,Ambala Cantt.,Ambala,Haryana,North,133001,Type A PL
Tadong,Tadong,East Sikkim,Sikkim,East,737102,Negative Location
"Sec-29,Faridabad",Faridabad,Faridabad,Haryana,North,121008,Type A PL
Faridabad - Ballabhgarh,Faridabad,Faridabad,Haryana,North,121004,Type A PL
Jhajjar,Jhajjar,Jhajjar,Haryana,North,124103,Negative Location
Visnagar,Visnagar,Mahesana,Gujarat,West,384315,Type A PL
Panchkula Sector 8,Panchkula Urban Estate,Panchkula,Haryana,North,134109,Type A PL
Kundli,Kundli,Sonipat,Haryana,North,131028,Type A PL
Kangra,Kangra,Kangra,Himachal Pradesh,North,140124,Type B PL
Paonta Sahib,Paonta Sahib,Sirmaur,Himachal Pradesh,North,173025,Negative Location
Katra,Katra,Udhampur,Jammu & Kashmir,North,182301,Negative Location
Lonand,Lonand,Satara,Maharashtra,West,415521,Type A PL
Chirkunda,Chirkunda,Dhanbad,Jharkhand,East,828202,Type B PL
"Saraidhela Road, Dhanbad",Dhanbad,Dhanbad,Jharkhand,East,828127,Type A PL
Mango,Mango,Purbi Singhbhum,Jharkhand,East,831018,Type A PL
Mudhol,Mudhol,Bagalkote,Karnataka,South,587313,Type B PL
Bidadi,Bidadi,Bangalore Rural,Karnataka,South,562109,Type A PL
Devanahalli,Devanahalli,Bangalore Rural,Karnataka,South,562110,Type A PL
Channapatna,Channapatna,Bangalore Rural,Karnataka,South,571501,Type B PL
"Marthahalli, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560037,Type A PL
Jayanagar-Bangalore,Bangalore,Bangalore Urban,Karnataka,South,560041,Type A PL
"Jalahalli, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560014,Type A PL
Jeevan Bima Nagar-Bangalore,Bangalore,Bangalore Urban,Karnataka,South,560075,Type A PL
"Cunningham Road, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560042,Type A PL
"Outer Ring Road, Bangalore",Bangalore,Bangalore Urban,Karnataka,South,560045,Type A PL
Toranagallu,Toranagallu,Bellary,Karnataka,South,583275,Type A PL
Chitradurga,Chitradurga,Chitradurga,Karnataka,South,577501,Negative Location
Dharwad - Lakmanahalli,Hubli,Dharwad,Karnataka,South,580004,Type A PL
"Gokul Road, Hubli",Hubli,Dharwad,Karnataka,South,580024,Type A PL
Koppal ,Koppal,Koppal,Karnataka,South,583231,Type B PL
"Infosys, Mysore",Mysore,Mysore,Karnataka,South,570018,Type A PL
"Siddhartha Nagar, Mysore",Mysore,Mysore,Karnataka,South,570011,Type A PL
Raichur ,Raichur,Raichur,Karnataka,South,584102,Type B PL
Karkal,Karkal,Udipi,Karnataka,South,574104,Type A PL
"Santhakatte Junction, Udupi",Udupi,Udipi,Karnataka,South,576105,Type A PL
Varkala,Varkala,Thiruvananthapuram,Kerala,South,695141,Type B PL
Ashok Nagar,Ashok Nagar,Ashok Nagar,Madhya Pradesh,West,473331,Type B PL
Bhind,Bhind,Bhind,Madhya Pradesh,West,477001,Negative Location
Nagda,"Nagda, Ujjain Dist",Ujjain,Madhya Pradesh,West,456335,Type A PL
Dabra,Dabra,Gwalior,Madhya Pradesh,West,475110,Type A PL
"Lashkar, Gwalior",Gwalior,Gwalior,Madhya Pradesh,West,474009,Type A PL
"Morar, Gwalior ",Gwalior,Gwalior,Madhya Pradesh,West,474006,Type A PL
Pipariya,Pipariya,Hoshangabad,Madhya Pradesh,West,461775,Type A PL
"A B Road, Indore",Indore,Indore,Madhya Pradesh,West,452001,Type A PL
Jhabua,Jhabua,Jhabua,Madhya Pradesh,West,457661,Type B PL
Mandla,Mandla,Mandla,Madhya Pradesh,West,481661,Type A PL
Naigaon,Naigaon,Thane,Maharashtra,West,401202,Type A PL
Mandideep,Mandideep,Raisen,Madhya Pradesh,West,462046,Type A PL
Biaora,Biaora,Rajgarh,Madhya Pradesh,West,465674,Type A PL
Shahdol,Shahdol,Shahdol,Madhya Pradesh,West,484001,Negative Location
Sheopur,Sheopur,Sheopur,Madhya Pradesh,West,476337,Type B PL
Shivpuri ,"Shivpuri, Shivpuri Dist",Shivpuri,Madhya Pradesh,West,473551,Type B PL
Tikamgarh,Tikamgarh,Tikamgarh,Madhya Pradesh,West,472001,Type B PL
Rahuri Khd,Rahuri Khd,Ahmadnagar,Maharashtra,West,413705,Type B PL
Kopargaon,Kopargaon,Ahmadnagar,Maharashtra,West,423601,Type B PL
Malkapur,Malkapur,Buldhana,Maharashtra,West,443101,Type A PL
Waluj,Waluj,Aurangabad,Maharashtra,West,431136,Type A PL
Tilak Nagar-Aurangabad,Aurangabad,Aurangabad,Maharashtra,West,431005,Type A PL
Aurangabad - Pundlik Nagar,Aurangabad,Aurangabad,Maharashtra,West,431003,Type A PL
Jalgaon,Jalgaon,Jalgaon,Maharashtra,West,425001,Type A PL
Kagal,Kagal,Kolhapur,Maharashtra,West,416216,Type A PL
"Tarabai Park, Kolhapur",Kolhapur,Kolhapur,Maharashtra,West,416003,Type A PL
Buti Bori,Buti Bori,Nagpur,Maharashtra,West,441008,Type A PL
Hingna,Hingna,Nagpur,Maharashtra,West,440016,Type B PL
Kamptee,Kamptee,Nagpur,Maharashtra,West,441002,Type B PL
Itwari-Nagpur,Nagpur,Nagpur,Maharashtra,West,440018,Type A PL
Savner,Savner,Nagpur,Maharashtra,West,441107,Type B PL
Umred,Umred,Nagpur,Maharashtra,West,441203,Type A PL
Nanded - Visawa Nagar,Nanded,Nanded,Maharashtra,West,431602,Type B PL
Deolali,Deolali,Nasik,Maharashtra,West,422401,Type A PL
Dindori,Dindori,Nasik,Maharashtra,West,422202,Type A PL
Igatpuri,Igatpuri,Nasik,Maharashtra,West,422403,Type A PL
Ozar,Ozar,Nasik,Maharashtra,West,422207,Type A PL
Rajagangapur,"Rajagangapur, Sundargarh Dist",Sundergarh,Orissa,East,770017,Type B PL
